,Unnamed: 0,Adapter,Audio Jack Combo,Battery,Bluetooth,Brand,Card Reader,Category,Color(s),Dimensions (W x D x H),Display,Extra M.2 Slot,Graphics,HDMI,Index,Keyboard,LAN,Manufacturing Warranty,Memory,Name,Operating System,Optical Drive,Price,Processor,Storage,Subcategory,Supported SSD Type,USB (s),WebCam,Weight,Wi-Fi,Audio,Extra RAM Slot,Office,Special Feature,Chipset,Extra HDD Slot,VGA,Body Material
21,21.0,120W adapter,"1x Mic-in/Headphone-out Combo Jack (1/8"")","3 cell , 51Whr Li-Polymer",Bluetooth 5.1,MSI,,Laptop,Black,"14.13"" x 9.99"" x 0.85""","15.6"" FHD (1920x1080) 16:9, IPS-Level 60Hz 45%NTSC
",,NVIDIA GeForce RTX 3050 Max-Q Laptop GPU 4GB GDDR6,1x (4K @ 30Hz) HDMI,1022.0,Red keyboard with Anti-Ghost key (99 Key),Gb LAN,02 years International Warranty,"8GB DDR4 3200MHz RAM
","MSI GF63 THIN 11UC Core i7 11th Gen RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",Free DOS,,"96,900","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",256GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"1x Type-C USB 3.2 Gen 1
3x Type-A USB 3.2 Gen 1",720p HD Webcam,4.10 lbs/ 1.86KG,Intel Wi-Fi 6 AX201(2 x 2 ax),"2x Speakers 2W
Nahimic 3 / Hi-Res Audio",Yes,,,HM570,,,
22,22.0,120W adapter,"1x Mic-in/Headphone-out Combo Jack (1/8"")","3 cell , 51Whr Li-Polymer",Bluetooth 5.1,MSI,,Laptop,Black,"14.13"" x 9.99"" x 0.85""","15.6"" FHD (1920x1080) 16:9, IPS-Level 60Hz 45%NTSC
",,NVIDIA GeForce RTX 3050 Max-Q Laptop GPU 4GB GDDR6,1x (4K @ 30Hz) HDMI,1023.0,Red keyboard with Anti-Ghost key (99 Key),Gb LAN,02 years International Warranty,"8GB DDR4 3200MHz RAM
","MSI GF63 THIN 11UC i7 11th Gen 256GB SSD, 1TB HDD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",Free DOS,,"98,000","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)","256GB NVMe PCIe Gen3x4 SSD
1TB HDD",Gaming Laptop,NVMe PCIe Gen3x4,"1x Type-C USB 3.2 Gen 1
3x Type-A USB 3.2 Gen 1",720p HD Webcam,4.10 lbs/ 1.86KG,Intel Wi-Fi 6 AX201(2 x 2 ax),"2x Speakers 2W
Nahimic 3 / Hi-Res Audio",Yes,,,HM570,,,
23,23.0,,1 x Audio Combo Jack,60Wh Battery,Yes,Lenovo,"4-in-1 Card Reader (SD, SDHC, SDXC, MMC)",Laptop,Phantom Black,363.06 x 259.61 x 23.57-26.1 mm (14.3 x 10.22 x 0.93-1.03 inches),"15.6″ FHD (1920×1080) IPS 250nits Anti-glare, 120Hz, 45% NTSC",,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics,"1 x HDMI
",1024.0,"120 Hz Display, Legion True Strike Keyboard,1.5mm Key Travel Distance",10/100/1000 Mbps Ethernet,"02 Years International Limited Warranty (Terms & condition Apply As Per Lenovo)
",16GB DDR4 RAM,"Lenovo Legion 5i Core i5 10th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"99,000","Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)","1TB HDD
256GB NVMe SSD
",Gaming Laptop,,"4 x USB 3.2 Type-A Gen 1 (one Always On), 
1 x USB 3.2 Type-C Gen 1 (with the function of  Display Port 1.2)",720P HD Cam with Privacy Shutter,2.3 KG,"802.11ax, 2×2 Wireless LAN
",DOLBY ATMOS-HARMAN,,,,,,,
24,24.0,150W adapter,1x Mic-in/Headphone-out Combo Jack,"3 cell, 53.5 Battery (Whr)", Bluetooth v5.1,MSI,,Laptop,Black,359 x 259 x 24.9 mm,"15.6"" FHD (1920x1080), 144Hz, IPS-Level 45%NTSC IPS-Level display",,NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics,1x (4K @ 60Hz) HDMI,1025.0,"Backlight Keyboard (Single-Color, Red)",1x RJ45,01 Year International Warranty,8GB 3200MHz DDR4 RAM,"MSI Katana GF66 11UC Core i5 11th Gen RTX3050 4GB Graphics 15.6"" Gaming Laptop",Windows 10 Home,,"102,000","Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz)",512GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"1x Type-C USB3.2 Gen1
2x Type-A USB3.2 Gen1
1x Type-A USB2.0",HD type (30fps@720p),2.25 kg,802.11 ax Wi-Fi 6 AX201(2 x 2 ax),,,,,Intel HM570,,,
25,25.0,230W adapter,"1x Mic-in
1x Headphone-out","6-cell, 51Whr Battery",Bluetooth v5.1,MSI,1x SD (XC/HC),Laptop,,357 x 248 x 27.5 mm,"15.6"" FHD (1920x1080), 144Hz, 72%NTSC IPS-Level,  close to 100%sRGB
",,"NVIDIA GeForce RTX 2060 6GB GDDR6 Graphics	

","1x (4K @ 30Hz) HDMI
",1026.0,Per-Key RGB Backlight Keyboard,Gb LAN,02 years warranty,"8GB DDR4 3200MHz RAM
","MSI GP65 Leopard 10SEK Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Gaming Laptop",Free DOS,,,"Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)","512GB NVMe PCIe SSD
",Gaming Laptop,NVMe PCIe Gen3,"1x Type-C USB3.2 Gen2
3x Type-A USB3.2 Gen1",HD type (30fps@720p),2.3 kg,802.11 ax Wi-Fi 6,2x 2W Speaker; 5X bigger Upgraded Giant Speakers for captivating realism,Yes. 64GB Max Capacity,,,"Intel HM470
","1x 2.5"" SATA HDD",1x Mini-DisplayPort,
26,26.0,150W adapter,1x Mic-in/Headphone-out Combo Jack,"3 cell, 53.5 Battery (Whr)",Bluetooth v5.2,MSI,,Laptop,Titanium Gray,359 x 259 x 23.95 mm,"15.6"" FHD (1920*1080), 144Hz 72%NTSC IPS-Level, close to 100%sRGB Display",,NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics,1x (4K @ 60Hz) HDMI,1027.0,RGB Backlight Keyboard,"Gb LAN
1x RJ45",1 Year International Warranty,8GB 3200MHz DDR4 RAM,"MSI Pulse GL66 11UCK Core i5 11th Gen RTX3050 4GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home Ultra,,"113,000","Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz)",512GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"1x Type-C USB3.2 Gen1
2x Type-A USB3.2 Gen1
1x Type-A USB2.0",HD type (30fps@720p),2.25 kg,802.11 ax Wi-Fi 6,,,,,Intel HM570,,,
27,27.0,AC Adapter,,"Number of Cells : 4-cell
Battery Chemistry :Lithium Ion (Li-Ion)
Battery Capacity : 3580 mAh",Yes,Acer,,Laptop,Black,363.4 mm x 259.5 mm x 23.1 mm,"Display Screen Type : LCD
Display Screen Technology : ComfyView
Display Screen Technology : In-plane Switching (IPS) Technology",Yes,NVIDIA GeForce GTX 1660 Ti 6 GB,Yes,1028.0,Backlight Keyboard,Gigabit Ethernet,2 Years International Warranty,8 GB DDR4 2666 MHz,"Acer Nitro 7 AN715-51 510A 9th Gen Core i5 (256GB SSD + 1TB HDD) 15.6"" FHD Gaming Laptop",Windows 10 Home,No,"116,000","Intel 9th Gen Core i5 9300H Processor (8M Cache, up to 4.10 GHz)
",1 TB HDD + 256 GB SSD,Gaming Laptop,,"Total Number of USB Ports : 3
Number of USB 2.0 Ports :1
USB Type-C :Yes
USB Type-C Detail:
USB Type-C port: USB 3.1 Gen 1 (up to 5 Gbps)","Front Camera/Webcam : Yes
Front Camera/Webcam Video Resolution :1280 x 720",2.50 kg,"Wireless LAN : Yes
Wireless LAN Manufacturer : Intel
Wireless LAN Model : Wireless-AC 9560
Wireless LAN Standard : IEEE 802.11a/b/g/n/ac

",Stereo,Yes (Expandable up to 32 GB 2666MHz),,,Intel,,,
28,28.0,180 W AC power adapter,"Speaker
Microphone
","4 Cell, 57 Wh, Li-Polymer",Bluetooth 5.0,Acer,,Laptop,Obsidian Black,23.90 x 363.4 x 255mm,"15.6"" (1920x1080) FHD IPS Display",,Nvidia RTX 2060 6GB GDDR6 Graphics,HDMI Port x 1,1029.0,"Keyboard Back-lit, Num Key pad, Pointing Device: TouchPad
",Ethernet RJ-45,02 years warranty,8GB DDR4 RAM,"Acer Nitro 5 AN515-55 Core i5 10th Gen RTX 2060 6GB Graphics 15.6"" FHD Laptop",Windows 10 Home,,"117,000","Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)","1TB HDD
256GB SSD
",Gaming Laptop,,"USB 3 Port: 2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-A
USB C / Thunderbolt Port: 1 x USB 3.2 Gen 2 Type-C",HD Webcam,2.30 kg,"IEEE 802.11a, b, g, n, ac, ax",,Yes (Up to 32GB),,,,,,
29,29.0, AC Adapter,"Audio Details: Speakers
Speaker Description: Dual 2W speakers DTS X:Ultra Audio",57Wh Li-ion battery,"Bluetooth 5.0
",Acer,,Laptop,Shale Black,363.4 (W) x 255 (D) x 25.9 (H) mm,"15.6 Inch Full HD (1920x1080) IPS Display, 144Hz refresh rate, 3ms response time, 80% with narrow 7.02mm bezels nd provided lifelike colors using a 72% NTSC, 300 nits panel",,NVIDIA GeForce GTX 1650 with 4 GB GDDR6 Graphics,HDMI 2.0 (High-speed),1030.0,4-zone RGB Backlit keyboard,,02 Years Warranty,8 GB DDR4 3200MHz RAM,"Acer Nitro 5 AN515-56 Core i7 11th Gen 256GB SSD, GTX 1650 4GB, 15.6"" FHD 144hz Gaming Laptop",Windows 10,,"117,000","Intel Core i7-11370H Processor (12M Cache, 3.30 GHz up to 4.80 GHz, with IPU)
","256GB NVMe SSD 
1TB HDD
",Gaming Laptop,,"USB 3.2 Gen 1 (SuperSpeed USB 5Gbps)
USB 3.2 Gen 2 Type-A (10Gbps + Offline Charge)
USB 3.2 Gen 2 Type-C (SuperSpeed USB 10Gbps)
",Acer HD Webcam,2.2 kg,"Intel Wi-Fi 6 solutions (160Mhz channels, this delivers 2.4 Gbps of theoretical throughput)

Intel Wireless-AC 9560, 802.11a/b/g/n/ac wireless LAN with 2x2 MU-MIMO technology
",,Yes,,,,,,
30,30.0,230 W,Yes,4-cell Lithium Ion (Li-Ion),Bluetooth 5.0,Acer,,Laptop,Abyssal Black,0.90 x 14.2 x 10 inch,"15.6"" 144 Hz Full HD (1920 x 1080) ComfyView LED In-plane Switching (IPS) Technology",No,Nvidia GTX1650Ti 4GB GDDR6 Graphics,Yes,1031.0,Backlit Keyboard,"Network (RJ-45): Yes
Gigabit Ethernet",2 Years,8GB DDR4 2666Mhz SDRAM (Upgradable Up to 32GB),"Acer Predator PH315-53 Intel i5 10th Gen GTX 1650Ti 4GB Graphics 15.6"" 144Hz FHD Gaming Laptop",Windows 10,,"118,000","Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",256GB SSD + 1TB HDD,Gaming Laptop,,"Total Number of USB Ports: 4
USB Type-C: Yes
USB Type-C port, supporting: USB 3.2 Gen 2 (up to 10 Gbps); USB charging 5 V; 3 A;",Yes,5.51 lb,IEEE 802.11 a/b/g/n/ac/ax,2 Speakers,Yes,,,,,,
31,31.0,180W,"1x Audio combo jack
1x Microphone jack",Li-ion 48.96Wh,Bluetooth V5.2,Gigabyte,1x SD Card Reader,Laptop,Mate Black,"36.1(W) x 25.8(D) x 2.59 ~ 3.18cm
14.21(W) x 10.15(D) x 1.02 ~ 1.26(H) inch","15.6"" Thin Bezel FHD 1920x1080 IPS-level Anti-glare Display LCD 72% NTSC (144Hz Refresh Rate)",Yes,NVIDIA GeForce RTX 3050Ti 4GB GDDR6 Graphics,1x HDMI 2.0 (with HDCP),1032.0,All-zone of Single Colored Backlit Keyboard with 15 Colors LED Setting,"1G LAN Ethernet
1x RJ-45",2 Years,16GB (8GBx2) DDR4 3200MHz RAM,"Gigabyte G5 MD Core i5 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"119,500","Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz)",512GB M.2 NVMe PCIe Gen3 SSD,Gaming Laptop,"Type 2280, supports 1x NVMe PCIe Gen3 & SATA/ 1x NVMe PCIe Gen4","1x USB2.0 Type-A
1x USB3.2 Gen1 Type-A
1x USB3.2 Gen2 Type-A",HD Camera,2.2 kg,"Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Dual-Array Microphone
DTS:X Ultra","Yes (DDR4-3200, Max 64GB)",,"Firmware-based TPM, supports Intel Platform Trust Technology (Intel PTT)",Mobile Intel HM570 Express Chipset,1x 2.5” HDD/ SSD slot (Only supports 7mm or thinner),"1x DisplayPort 1.4 Type-C over USB 3.2 Gen 2
1x mini DP 1.2",
32,32.0,"ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100-240V AC, 50/60Hz universal.",1x 3.5mm Combo Audio Jack,"56WHrs, 4S1P, 4-cell Li-ion Battery",Bluetooth 5.1 (Dual band) 2 x 2;(BT version may change with OS upgrades.) -RangeBoost,Asus,,Laptop,Eclipse Grey,"35.4 x 25.9 x 2.07 ~ 2.60 cm (13.94"" x 10.20"" x 0.81"" ~ 1.02"")","15.6-inch FHD (1920 x 1080) 16:9, anti-glare display, sRGB: 62.5% Adobe: 75.35%, NTSC 45%, Refresh Rate:144hz, Response Time: 3ms, IPS-level",Yes,"NVIDIA GeForce RTX 3050 Ti, 4GB GDDR6 Graphics",1x HDMI 2.0b,1033.0,Backlit Illuminated Chiclet Keyboard,1x RJ45 LAN port,02 years International Limited Warranty (Terms & condition Apply As Per Asus),8GB DDR4 3200MHz RAM,"Asus ROG Strix G15 G513IE Ryzen 7 4800H RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 ,,"120,000","AMD Ryzen 7 4800H Processor (8M Cache, 2.9 GHz up to 4.2 GHz)
",512GB M.2 NVMe PCIe 3.0 SSD,Gaming Laptop, M.2 NVMe PCIe 3.0,"3x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support ",FHD 1080P 60FPS external camera,2.10 Kg (4.63 lbs),Wi-Fi 6(802.11ax),"Dolby Atmos
AI noise-canceling technology
Built-in array microphone
2x 1.5W speaker",Yes. Up to 32 GB Max,,,,,,
33,33.0,180W,"1x Audio combo jack
1x Microphone jack",Li-ion 48.96Wh,Bluetooth V5.2,Gigabyte,1x SD Card Reader,Laptop,Mate Black,"36.1(W) x 25.8(D) x 2.51 ~ 3.18(H) cm
14.21(W) x 10.15(D) x 0.99 ~ 1.26(H) inch","15.6"" Thin Bezel FHD 1920x1080 IPS-level Anti-glare Display LCD (144Hz Refresh Rate)",Yes,NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics,1x HDMI 2.0 (with HDCP),1034.0,All-zone of Single Colored Backlit Keyboard with 15 Colors LED Setting,"RTL8411B REALTEK (1G) Ethernet
1x RJ-45",2 Years,16GB (8GBx2) DDR4 3200MHz RAM,"Gigabyte G5 KC Core i5 10th Gen RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"124,800","Intel Core i5-10500H Processor (12M Cache, 2.50 GHz up to 4.50 GHz)",512GB M.2 NVMe PCIe Gen3 SSD,Gaming Laptop,"Type 2280, supports 1x NVMe PCIe & SATA/ 1x NVMe PCIe","1x USB2.0 Type-A
1x USB3.2 Gen1 Type-A
1x USB3.2 Gen2 Type-A",HD Camera,2.2 kg,"Intel AX200 Wireless or Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Dual-Array Microphone
Nahimic 3","Yes (DDR4-3200, Max 64GB)",,"Firmware-based TPM, supports Intel Platform Trust Technology (Intel PTT)",Mobile Intel HM470 Express Chipset,1x 2.5” HDD/ SSD slot (Only supports 7mm or thinner),"1x DisplayPort 1.4 Type-C over USB 3.2 Gen 2
1x mini DP 1.2",
34,34.0,180W adapter,2x Speakers 2W,"3 cell , 51Whr Battery	
","Bluetooth 5.1
",MSI,,Laptop,Core Black,"14.13"" x 9.99"" x 0.85""","15.6″ FHD (1920×1080), 144Hz, IPS-Level, 45% IPS
",,"NVIDIA GeForce RTX 3060 MAX-Q 6GB GDDR6 Graphics
",1x HDMI (supports 4K @ 30Hz),1035.0,Single backlight with Anti-Ghost key+ silver lining,"RTL8111HS-CG
",02 Years Warranty,16GB (2 x 8GB) DDR4 3200MHz RAM,"MSI GF65 THIN 10UE Core i5 10th Gen RTX 3060 MAX-Q 6GB Graphics 15.6"" FHD Gaming Laptop","Windows 10 Home
",,"124,900","Intel Core i5-10500H Processor (12M Cache, 2.50 GHz up to 4.50 GHz)",512GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"2x USB 3.2 Gen1 Type C
2x USB 3.2 Gen1",720p HD Webcam,4.10 lbs,"Intel Wi-Fi 6 AX201(2x2 ax)
",,,,,Intel HM470	,,,
35,35.0,135 W,Yes,4-cell Lithium Ion (Li-Ion),,Acer,,Laptop,Obsidian Black,23.90 x 23.90 x 255 mm,"15.6"" 144Hz Full HD (1920 x 1080) ComfyView LED In-plane Switching (IPS) Technology",Yes,NVIDIA GeForce GTX 1650Ti 4 GB GDDR6 Graphics,Yes,1036.0,,"Network (RJ-45): Yes
Gigabit Ethernet",2 Years,16 GB DDR4 SDRAM,"Acer Nitro 5 AN515-44 AMD Ryzen 7 4800H GTX 1650Ti 4GB Graphics 15.6"" 144Hz FHD Gaming Laptop",Windows 10,Backlit Keyboard,"128,000","AMD Ryzen 7 4800H Processor (8MB Cache, 2.9GHz up to 4.2GHz)",256GB SSD + 1TB HDD,Gaming Laptop,,"Total Number of USB Ports: 3
USB Type-C: Yes
USB Type-C Detail: USB Type-C port: USB 3.2 Gen 2 (up to 10 Gbps); USB charging 5 V; 3 A",Yes,2.40 kg,IEEE 802.11ax,2 Stereo Speakers,Yes,,,,,,
36,36.0,150W adapter,1x Mic-in/Headphone-out Combo Jack,"3 Cell, 52 Battery (Whr)
",Bluetooth v5.1,MSI,1x Micro SD,Laptop,"Pure White
Carbon Gray","358 x 248 x 15.95
","15.6"" FHD (1920x1080), 144Hz, IPS-Level, 45%NTSC Thin Bezel	
",,"NVIDIA GeForce GTX 1660 Ti With Max-Q Design, 6GB GDDR6 Graphics	

",1x (4K @ 60Hz) HDMI,1037.0,RGB Backlight Keyboard,,02 years warranty,16GB DDR4 2666MHz RAM,"MSI Stealth 15M A11SDK Core i7 11th Gen GTX 1660 Ti 6GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"131,000","Intel Core i7-1185G7 Processor (12M Cache, up to 4.80 GHz, with IPU)",512GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"2x Type-A USB3.2 Gen1
1x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",HD type (30fps@720p),1.69 kg,Intel Wi-Fi 6 AX201(2 x 2 ax),,,,,,,,
37,37.0,180W adapter,2x Speakers 2W,"3 cell , 51Whr Battery	
","Bluetooth 5.1
",MSI,,Laptop,Core Black,"14.13"" x 9.99"" x 0.85""","15.6″ FHD (1920×1080), 144Hz, IPS-Level, 45% IPS
",,"NVIDIA GeForce RTX 3060 MAX-Q 6GB GDDR6 Graphics
",1x HDMI (supports 4K @ 30Hz),1038.0,Single backlight with Anti-Ghost key+ silver lining,"RTL8111HS-CG
",02 Years Warranty,8GB DDR4 3200MHz RAM,"MSI GF65 THIN 10UE Core i7 10th Gen RTX 3060 MAX-Q 6GB Graphics 15.6"" FHD Gaming Laptop","Windows 10 Home
",,"131,500","Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)",512GB NVMe PCIe Gen3x4 SSD,Gaming Laptop,NVMe PCIe Gen3x4,"2x USB 3.2 Gen1 Type C
2x USB 3.2 Gen1",720p HD Webcam,4.10 lbs,"Intel Wi-Fi 6 AX201(2x2 ax)
",,,,,Intel HM470	,,,
38,38.0,,3.5 mm combo,"57Wh, 4-cell",Bluetooth 5.0,Acer,,Laptop,Obsidian Black,363.4 x 255 x 23.9 mm,"15.6″ 60hz display with IPS technology, Full HD 1920 x 1080, Acer ComfyViewTM LED-backlit TFT LCD",Yes,NVIDIA GeForce GTX 1650Ti 4GB DDR6 Graphics,1 x HDMI,1039.0,Backlight Keyboard,,2 Years Warranty (Battery and Adapter 01 Year Warranty),16GB DDR4 2666MHz RAM,"Acer Nitro 5 AN515-55 Core i7 10th Gen 256GB SSD GTX 1650 Ti 4GB Graphics, 15.6"" FHD Gaming Laptop",Windows 10 Home,No,"132,000","Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)","256GB PCIe SSD
1TB HDD",Gaming Laptop,2280 PCIe NVMe 3.0,"3x USB Type-A 3.2 Gen 1 (5 Gbps)
1x USB Type-C 3.2 Gen 1 (5 Gbps), Sleep and Charge",Yes (HD),2.30 kg,802.11ax,Yes,Yes (upgradable up to 16GB RAM),,,,,,
39,39.0,"TYPE-C, 200W AC Adapter, Output: 20V DC, 5A, 200W, Input: 100~240V AC 50/60Hz universal
","1x 3.5mm Combo Audio Jack
","76WHrs, 4S1P, 4-cell Li-ion Battery	
",Bluetooth 5.1,Asus,,Laptop,"MOONLIGHT WHITE
ECLIPSE GRAY","36.0 x 25.2 x 1.99 ~ 1.99 cm (14.17"" x 9.92"" x 0.78"" ~ 0.78"")
","15.6” WV FHD (1920X1080), 240Hz, IPS LEVEL Display",,"NVIDIA GeForce RTX 3060 Laptop GPU,With ROG Boost up to 1525MHz at 80W (85W with Dynamic Boost),6GB GDDR6
","1x HDMI 2.0b
",1040.0,"Illuminated Keyboard
","1x RJ45 LAN port
","02 years International Limited Warranty (Battery & Adapter)
","8GB DDR4 3200MHz RAM
Note: Upgrade up to 32GB","Asus TUF Dash F15 FX516PM Core i5 11th Gen RTX3060 6GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"136,000","Intel Core i5-11300H Processor (8M Cache, up to 4.40 GHz, with IPU)","512GB M.2 NVME PCIE 3.0 SSD
",Gaming Laptop,M.2 NVME PCIE 3.0,"3x USB 3.2 Gen 1 Type-A
",,"2.00 Kg (4.41 lbs)
",Wi-Fi 6(802.11ax),"DTS software
Built-in array microphone
2x 2W speaker",,,,,,,
40,40.0,180 W AC Adapter,,"Number of Cells : 4-cell
Battery Chemistry :Lithium Ion (Li-Ion)
Battery Capacity : 3580 mAh",Yes,Acer,,Laptop,Black,363.4 mm x 259.5 mm x 23.1 mm,"15.6'' Full HD (1920x1080) IPS LED Display
Screen Technology: ComfyView In-plane Switching (IPS) Technology
Aspect Ratio: 16:9
Standard Refresh Rate: 144 Hz",,NVIDIA GeForce GTX 1660 Ti with 6GB GDDR6 Graphics,1x HDMI,1041.0,"Backlight Keyboard
Pointing Device Type: TouchPad",Gigabit Ethernet,2 Years of Warranty,8GB DDR4 RAM,"Acer Nitro 7 AN715-51-71Y6 Core i7 9th Gen GTX 1660 Ti Graphics 15.6"" FHD Gaming Laptop with Windows 10",Windows 10 Home,,"142,000","Intel Core i7-9750H Processor (12M Cache, 2.60 GHz up to 4.50 GHz)",1TB 7200rpm HDD + 256GB PCIe NVMe SSD,Gaming Laptop,,"Total Number of USB Ports : 3
Number of USB 2.0 Ports :1
USB Type-C :Yes
USB Type-C Detail:
USB Type-C port: USB 3.1 Gen 1 (up to 5 Gbps)","Front Camera/Webcam : Yes
Front Camera/Webcam Video Resolution :1280 x 720",2.50 kg,"Wireless LAN Model: Wi-Fi 6 AX200, Wireless LAN Standard: IEEE 802.11ax","2 x Speaker
2 x Speaker 
Sound Mode: Stereo",Yes,,,Intel HM370,,,
41,41.0,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal",1x 3.5mm Combo Audio Jack,"96WHrs, 3S2P, 6-cell Li-ion",Bluetooth 5.0 (Dual band) 2 x 2,Asus,Micro SD card reader,Laptop,Cool Silver,"36.05 x 25.90 x 1.89 ~ 1.89 cm (14.19"" x 10.20"" x 0.74"" ~ 0.74"")","16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 86 ％",,NVIDIA GeForc RTX 3050 4GB GDDR6 Graphics,1x HDMI 1.4,1042.0,Backlit Chiclet Keyboard,,02 years International Limited Warranty (Terms & condition Apply As Per Asus),16GB DDR4 RAM (On Board),"Asus Vivobook Pro 16X OLED N7600PC Core i7 11th Gen RTX3050 4GB Graphics 16"" 4K Gaming Laptop",Free DOS,,"150,000"," Intel Core i7-11370H Processor (12M Cache, 3.3 GHz up to 4.8 GHz, 4 cores)",512GB M.2 NVMe PCIE G3.0 SSD,Gaming Laptop, M.2 NVMe PCIe G3.0 ,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A","720p HD camera
With privacy shutter",1.95 kg (4.30 lbs),Wi-Fi 6(802.11ax),"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana and Alexa voice-recognition support",,,Fingerprint sensor integrated with Power Key,,,,
42,42.0,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal",1x 3.5mm Combo Audio Jack,"96WHrs, 3S2P, 6-cell Li-ion",Bluetooth 5.0 (Dual band) 2 x 2,Asus,1 x Micro SD card reader,Laptop,0° Black,"36.05 x 25.90 x 1.89 ~ 1.89 cm (14.19"" x 10.20"" x 0.74"" ~ 0.74"")","16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 86 ％",,"AMD Radeon Graphics, NVIDIA GeForce RTX 3050 Ti Laptop GPU, Boost up to 1035MHz at 35W (50W with Dynamic Boost)
",1x HDMI 1.4,1043.0,"Backlit Chiclet Keyboard
1.35mm Key-travel",,02 years International Limited Warranty (Terms & condition Apply As Per Asus),16GB DDR4 RAM (On Board),"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16"" 4K Gaming Laptop",Windows 10 Home,,"155,000","AMD Ryzen 7 5800H Processor (8-core, 16-thread, 20MB cache, up to 4.4 GHz)",512GB M.2 NVMe PCIe 3.0 SSD,Gaming Laptop, M.2 NVMe PCIe G3.0 ,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A","720p HD camera
With privacy shutter",1.95 kg (4.30 lbs),Wi-Fi 6(802.11ax),"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana and Alexa voice-recognition support",,,Fingerprint sensor integrated with Power Key,,,,
